-1.5706826209647606,-3.098025948180772,-106.60492727081683,12.0,
4.683949332591222,3.1536034630869234,-106.72435478041527,13.0,
4.70293351604158,3.1563298233087056,-106.76247849246383,13.0,
-1.5829703478920383,-3.1435490198354916,-106.74014532715876,10.0,
-1.5719113259649522,-3.096535325691241,-106.5950966617811,7.0,
-1.596833088157221,-3.1493134166620047,-106.68550293333824,9.0,
4.7031023980079665,3.1484332458715483,-106.76114705764704,13.0,
4.684421438133306,3.150978129685639,-106.72615439717481,10.0,
4.715144088572583,3.1537025441142648,-106.73715032881562,8.0,
-1.5987659696232521,-3.1476917652516416,-106.68535642081105,5.0,
4.701300247352836,3.155565375037616,-106.76358112463491,8.0,
-1.5699335488588715,-3.1199819903379646,-106.72983141580663,10.0,
4.7054079972963505,3.144143443349335,-106.75121332425577,13.0,
-1.5644558367120858,-3.132200754134969,-106.72095027339286,7.0,
-1.6189202773029492,-3.1711083047949193,-106.35302961362605,4.0,
-1.5974441060106912,-3.1266513893674075,-106.73051942957186,9.0,
4.68333592583906,3.14326082672537,-106.70897171545465,8.0,
4.709265199207182,3.1641940282892023,-106.73803392480829,12.0,
4.7051620595017445,3.1531466412136746,-106.76220139401599,13.0,
-1.5816722630760323,-3.1241672466188524,-106.75943585993429,13.0,
5.010825519861755,3.1701301204046533,-94.53239850575729,13.0,
-1.5865293549768964,-3.1022067165642024,-106.65386965935116,11.0,
-1.6027063301661377,-3.0667976629665095,-106.15509355638693,13.0,
-1.519944767897145,-3.1348227957982058,-106.23016111910779,4.0,
4.688155864821623,3.1510506757087,-106.74129461654098,11.0,
4.6995271851159295,3.1622971439979914,-106.75216780081603,10.0,
4.719120517958267,3.1672233406297186,-106.69212333939291,12.0,
4.662994360457746,3.1689220260140365,-106.53014559728287,11.0,
4.697858125051323,3.1485034052613527,-106.76046817629596,13.0,
4.69328880286601,3.132499035266242,-106.69917429890911,13.0,
-1.5915778512199583,-3.097250905577472,-106.60255986598341,12.0,
-1.6182306616702977,-3.10538063862905,-106.49981055346385,11.0,
-1.5816314829170894,-3.1316433585725827,-106.76423157669007,12.0,
